61,61,ஸ்பானிஷ் மொழியில் 'எனக்கு ஸ்பானிஷ் அதிகம் தெரியாது' என்று எப்படிச் சொல்வது என்று சொல்ல முடியுமா?
61,61,பிரஞ்சு மொழியில் 'வாழ்க்கை நல்லது' என்பதற்குச் சமமான பொருள் என்ன
61,61,இத்தாலியில் 'இது ஒரு அழகான காலை' என்று எப்படிச் சொல்வது என்று சொல்லுங்கள்
61,61,"நான் மங்கோலியனாக இருந்தால், நான் ஒரு சுற்றுலாப் பயணி என்று எப்படிச் சொல்வேன்"
61,61,ஃபின்னிஷ் மொழியில் 'ஹோட்டல்' என்று எப்படி சொல்வது?
61,61,நாங்கள் விரைவில் வருவோம்' என்ற வாக்கியத்தை நீங்கள் போர்ச்சுகீஸ் மொழியில் மொழிபெயர்க்க வேண்டும்
61,61,பிரெஞ்சு மொழியில் டாக்ஸியை எப்படி கேட்பது என்று சொல்லுங்கள்
61,61,பிரஞ்சு மொழியில் 'மேலும் ரொட்டி தயவு செய்து' என்று நான் எப்படிச் சொல்வேன் என்று சொல்ல முடியுமா?
61,61,பிரஞ்சு மொழியில் 'நான் ஒரு பார்வையாளர்' என்று சொல்வதற்கான சரியான வழி என்ன?
61,61,ஸ்பானிய மொழியில் 'எனக்கு பதில் தெரியவில்லை' என்று எப்படிச் சொல்வேன்
61,61,போர்ச்சுகீஸ் மொழியில் பெரியவர்களை வாழ்த்துவதற்கான சரியான வழியை நான் அறிய விரும்புகிறேன்
61,61,நான் ஜப்பானியனாக இருந்தால் நான் தொலைந்துவிட்டேன் என்று ஒருவரிடம் சொல்ல நான் என்ன வார்த்தைகளைப் பயன்படுத்துவேன்
61,61,நான் ரஷ்யனாக இருந்தால் எப்படி நன்றி சொல்வேன்
61,61,ஒரு பிரெஞ்சு நபராக நான் எப்படி நன்றி சொல்வேன் என்று சொல்ல முடியுமா?
61,61,பிரஞ்சு மொழியில் எப்படி ஹலோ சொல்வது என்று தெரிந்து கொள்ள விரும்புகிறேன்
61,61,நான் ஆங்கிலத்தில் இருந்தால் எப்படி சுரங்கப்பாதை என்று சொல்வேன்
61,61,நான் ஆங்கிலத்தில் இருந்தால் சுரங்கப்பாதை என்று சொல்வேன்
61,61,பிரெஞ்சு மொழியில் எப்படி ஹாய் சொல்கிறீர்கள்
61,61,இங்கிலாந்தில் எப்படி சுரங்கப்பாதை என்கிறார்கள்
61,61,ஹலோவை பிரெஞ்சு மொழியில் மொழிபெயர்க்கவும்
